"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"TRBC21",4.32479939748195e-54,1.58559745133155,0.448,0.185,1.13054581049576e-49,"5","TRBC2"
"GOLGA8B",6.57513418449278e-54,1.79982833336378,0.302,0.095,1.71880582716826e-49,"5","GOLGA8B"
"RPL33",3.15759778596084e-53,0.981176457324878,0.782,0.533,8.25427637228022e-49,"5","RPL3"
"RPS6",5.45237286908317e-50,0.889281535739686,0.826,0.607,1.42530479170703e-45,"5","RPS6"
"BCL2",3.6638474417131e-49,1.69629749176329,0.293,0.095,9.57766359738221e-45,"5","BCL2"
"UBALD2",4.99823724032213e-49,1.79080411646851,0.347,0.133,1.30658919699261e-44,"5","UBALD2"
"SATB1",8.94673543107318e-48,1.95636537712009,0.274,0.088,2.33876610903684e-43,"5","SATB1"
"GOLGA8A",9.49120695526194e-48,1.72912586840019,0.287,0.094,2.48109641017502e-43,"5","GOLGA8A"
"RPS12",7.6147367479965e-47,0.890294872588418,0.792,0.543,1.99056833329376e-42,"5","RPS12"
"IL6ST",2.22857332732185e-46,1.68801291723193,0.283,0.095,5.82571353495205e-42,"5","IL6ST"
"PAG1",2.63789201572046e-44,1.72934482225025,0.32,0.122,6.89571351829485e-40,"5","PAG1"
"TMEM66",1.27186372010414e-43,1.26259941808222,0.505,0.262,3.32477895072422e-39,"5","TMEM66"
"CHD31",2.31192890664651e-43,1.46620966229868,0.402,0.178,6.04361335486464e-39,"5","CHD3"
"FOXP1",1.66105017115816e-42,1.49700450796162,0.366,0.152,4.34215125242455e-38,"5","FOXP1"
"RPS31",4.05310675295137e-42,0.835054044221512,0.766,0.513,1.05952263628902e-37,"5","RPS3"
"RPL13A",5.71500675115596e-42,0.92993291031302,0.753,0.539,1.49395991481968e-37,"5","RPL13A"
"HSP90AB11",6.78172389888893e-41,1.26852948045313,0.523,0.287,1.77281044440856e-36,"5","HSP90AB1"
"ARID5B",1.36760218370675e-39,1.687130162281,0.263,0.092,3.57504886842781e-35,"5","ARID5B"
"SMCHD1",4.22865974999805e-38,0.926918428436594,0.596,0.344,1.10541394524699e-33,"5","SMCHD1"
"RPLP0",9.02665537466196e-38,1.05146670654805,0.561,0.317,2.35965798149038e-33,"5","RPLP0"
"RPS8",3.36854168802859e-35,0.951644198074809,0.651,0.432,8.80570482667554e-31,"5","RPS8"
"NKTR1",3.57901853957124e-35,1.45021128558264,0.375,0.177,9.35591236429318e-31,"5","NKTR"
"GLTSCR21",3.58234162883875e-35,1.20227385468767,0.472,0.258,9.36459925194738e-31,"5","GLTSCR2"
"RPSAP58",3.7621987872235e-35,1.24897637513049,0.411,0.201,9.83476384968096e-31,"5","RPSAP58"
"TMC81",7.3483143326609e-35,1.46864693828988,0.305,0.125,1.92092284970088e-30,"5","TMC8"
"GCC2",6.86991843505208e-33,1.41457540128256,0.285,0.116,1.79586537810697e-28,"5","GCC2"
"CYLD",6.16606603382631e-32,1.41135009794862,0.356,0.172,1.61187132190253e-27,"5","CYLD"
"PABPC11",3.39235900185223e-31,0.763332732390852,0.75,0.551,8.86796566674191e-27,"5","PABPC1"
"ANKRD121",1.52614730886249e-30,1.32927934505821,0.386,0.198,3.98950168009744e-26,"5","ANKRD12"
"RPLP2",6.68363819923973e-30,0.781603736247097,0.658,0.447,1.74716986166326e-25,"5","RPLP2"
"EPB411",1.91694007185528e-29,1.23442763136576,0.327,0.153,5.01107304183689e-25,"5","EPB41"
"EEF1A1",5.11425511265809e-29,0.659394919597489,0.775,0.608,1.33691742899995e-24,"5","EEF1A1"
"RPL14",6.77354579719769e-29,0.814500203657199,0.623,0.421,1.77067260684545e-24,"5","RPL14"
"SLC38A11",7.07539329368838e-29,0.96634302201584,0.366,0.173,1.84957856090308e-24,"5","SLC38A1"
"SPTAN11",1.10505587861202e-27,1.46385036842115,0.324,0.158,2.88872657227968e-23,"5","SPTAN1"
"TPT1",1.71600721111407e-27,0.640420815689568,0.782,0.608,4.4858144505733e-23,"5","TPT1"
"RPS27A",1.96359874926849e-27,0.83833154417521,0.556,0.347,5.13304349046277e-23,"5","RPS27A"
"PRRC2C2",4.29646558493867e-27,0.927554463595865,0.554,0.354,1.12313906855882e-22,"5","PRRC2C"
"SYNE22",4.30692728099354e-27,0.54049757797116,0.644,0.373,1.12587386052452e-22,"5","SYNE2"
"IL321",5.05236586459113e-27,1.00257590298226,0.322,0.147,1.32073896066277e-22,"5","IL32"
"TTC31",8.63952369136632e-27,1.31764599560398,0.307,0.144,2.25845788816007e-22,"5","TTC3"
"HSP90AA11",9.13132542894718e-27,0.753283891179365,0.623,0.413,2.38701978038108e-22,"5","HSP90AA1"
"SLFN52",1.37653744574203e-26,0.882811043267139,0.523,0.324,3.59840653691425e-22,"5","SLFN5"
"CCNL1",3.44729941102706e-26,0.939256659727264,0.477,0.284,9.01158539036583e-22,"5","CCNL1"
"RPS14",3.77065491576754e-26,0.617248181804884,0.761,0.584,9.85686901530794e-22,"5","RPS14"
"RPSA",3.30102863831304e-25,1.14279955691142,0.344,0.177,8.62921896341413e-21,"5","RPSA"
"GAS5",5.79100318316212e-25,1.28078187475932,0.263,0.117,1.51382614211041e-20,"5","GAS5"
"RPS3A",1.96547530054495e-24,0.904535215479949,0.464,0.277,5.13794898315455e-20,"5","RPS3A"
"SRSF111",1.98048091922139e-24,1.08241119073663,0.393,0.22,5.17717517093663e-20,"5","SRSF11"
"RPS291",2.07503713210924e-24,0.725738770370693,0.576,0.38,5.42435456704676e-20,"5","RPS29"
"RPL19",6.46560802503759e-24,0.621825026514517,0.744,0.559,1.69017459382508e-19,"5","RPL19"
"RPS211",1.28149731766884e-23,0.713449483232846,0.578,0.385,3.34996213811812e-19,"5","RPS21"
"RPL32",1.77927735926212e-23,0.824444803017006,0.541,0.362,4.6512089448471e-19,"5","RPL32"
"EIF4A21",2.58293287712054e-23,1.04415112431586,0.378,0.212,6.75204483408081e-19,"5","EIF4A2"
"SOD1",2.75495656026856e-23,1.11346010916936,0.293,0.142,7.20173194419804e-19,"5","SOD1"
"DDX241",3.41680737900994e-23,1.20659650792233,0.32,0.165,8.93187616946989e-19,"5","DDX24"
"SF3B11",3.82228855953838e-23,0.7306198913858,0.547,0.359,9.99184452348928e-19,"5","SF3B1"
"CD3E1",9.06120645548049e-23,1.05655848729338,0.254,0.112,2.36868997952716e-18,"5","CD3E"
"RPS2",1.56804385795604e-22,0.666854092034397,0.658,0.477,4.09902344908289e-18,"5","RPS2"
"SPTBN11",2.11798805224086e-22,0.929832552710734,0.344,0.18,5.53663256736283e-18,"5","SPTBN1"
"CHD22",3.25778694973245e-22,1.10955709284732,0.386,0.222,8.5161808652956e-18,"5","CHD2"
"RPS20",3.35740002987127e-22,0.7150558901857,0.583,0.397,8.77657941808648e-18,"5","RPS20"
"NPM1",5.90651979484406e-22,1.0522396245833,0.322,0.167,1.54402333957018e-17,"5","NPM1"
"RPS5",1.0361866237763e-21,0.749301646874247,0.547,0.365,2.70869545321363e-17,"5","RPS5"
"EIF4B1",1.40739492411821e-21,0.974868746921453,0.344,0.185,3.67907107113741e-17,"5","EIF4B"
"NFKBIA2",1.61798580473685e-21,0.70138175407675,0.651,0.457,4.22957669216259e-17,"5","NFKBIA"
"EVL1",6.76332198169957e-21,0.931042737305495,0.311,0.157,1.76799999923608e-16,"5","EVL"
"DDX52",8.2311495785175e-21,0.583978588853422,0.715,0.547,2.15170481132026e-16,"5","DDX5"
"RPL12",1.08353795497252e-20,0.765528101383453,0.517,0.339,2.83247656809366e-16,"5","RPL12"
"NCL1",1.10480519780652e-20,0.811524151016164,0.484,0.311,2.88807126758604e-16,"5","NCL"
"RPL311",1.12744459853585e-20,0.573273207788272,0.717,0.55,2.94725292503257e-16,"5","RPL31"
"ILF31",1.14838459230277e-20,0.910564018339287,0.397,0.234,3.00199216273866e-16,"5","ILF3"
"RPL5",1.21609998118635e-20,0.789800642915098,0.481,0.306,3.17900696081924e-16,"5","RPL5"
"PNISR1",1.74785574822591e-20,0.952434298885979,0.377,0.218,4.56906971143734e-16,"5","PNISR"
"BTG12",2.58763398699027e-20,0.678566170197696,0.548,0.368,6.76433400539127e-16,"5","BTG1"
"SRRM22",4.72227351489918e-20,0.751182798716787,0.583,0.417,1.23444951952979e-15,"5","SRRM2"
"RPS4X",5.9580945669325e-20,0.715213369100902,0.601,0.431,1.55750550074183e-15,"5","RPS4X"
"NAP1L1",1.08938396163038e-19,1.15257757442998,0.313,0.17,2.84775861409798e-15,"5","NAP1L1"
"MYCBP21",1.09270810266899e-19,0.828265481520882,0.415,0.255,2.85644825118701e-15,"5","MYCBP2"
"PIM11",4.68943538977824e-19,1.13311430655171,0.329,0.188,1.22586530524193e-14,"5","PIM1"
"FYB1",4.70072010226747e-19,0.721237113011247,0.49,0.321,1.22881524193374e-14,"5","FYB"
"RPL7A",6.32947353217887e-19,0.690244465646414,0.527,0.354,1.65458767604688e-14,"5","RPL7A"
"TRAF3IP31",7.27485870356777e-19,1.19087837012246,0.302,0.165,1.90172081369965e-14,"5","TRAF3IP3"
"KMT2A1",1.34244116355609e-18,0.903990191928535,0.331,0.184,3.50927544565197e-14,"5","KMT2A"
"TNRC6B1",1.45885411345925e-18,0.922543526852468,0.316,0.174,3.81359053799381e-14,"5","TNRC6B"
"STAT5B",3.37337959574537e-18,1.0526310672834,0.291,0.156,8.81835160123798e-14,"5","STAT5B"
"HNRNPH11",3.46076956789791e-18,0.882345617930404,0.408,0.261,9.04679772744193e-14,"5","HNRNPH1"
"HSPA81",3.46789299989991e-18,1.0684732150679,0.309,0.172,9.06541909103837e-14,"5","HSPA8"
"RPL27A",4.37613898208273e-18,0.598373497564748,0.662,0.509,1.14396649130625e-13,"5","RPL27A"
"RPL4",5.14186785333181e-18,0.569210649073727,0.605,0.443,1.34413567553947e-13,"5","RPL4"
"DDX171",5.39490271785739e-18,0.763320438346361,0.446,0.287,1.4102815194751e-13,"5","DDX17"
"CIRBP1",5.51575024404748e-18,1.14410783353011,0.293,0.16,1.44187227129645e-13,"5","CIRBP"
"RPS18",7.32470871391083e-18,0.601427221155402,0.642,0.484,1.91475210490343e-13,"5","RPS18"
"KIAA15512",8.31022478123477e-18,0.875900015563143,0.38,0.227,2.17237586006258e-13,"5","KIAA1551"
"MT-ND22",1.10635204881604e-17,0.578934565368543,0.733,0.573,2.89211489081e-13,"5","MT-ND2"
"RPS23",1.32390777651128e-17,0.758429397919425,0.472,0.313,3.46082731857813e-13,"5","RPS23"
"GNB2L1",1.36474034542069e-17,0.586931297227114,0.616,0.453,3.56756773696422e-13,"5","GNB2L1"
"EEF2",1.71034356396879e-17,0.615422110015802,0.589,0.423,4.4710091105708e-13,"5","EEF2"
"RPL10A",2.29667170672673e-17,0.713907519234544,0.479,0.323,6.00372950855436e-13,"5","RPL10A"
"RPL11",4.97041585905018e-17,0.539633125547758,0.671,0.516,1.29931640971431e-12,"5","RPL11"
"GPBP1",9.40115087234906e-17,0.997372458911479,0.261,0.137,2.45755484954077e-12,"5","GPBP1"
"KAT6A1",1.13304321945804e-16,0.981528467713672,0.3,0.168,2.96188827998526e-12,"5","KAT6A"
"ATM1",2.09562285440938e-16,0.790814338515416,0.329,0.188,5.47816770371156e-12,"5","ATM"
"RPS16",3.28748188192977e-16,0.584126465968299,0.627,0.477,8.59380638755261e-12,"5","RPS16"
"HNRNPA11",7.41124635912067e-16,0.728030503947574,0.415,0.269,1.93737391073773e-11,"5","HNRNPA1"
"RPL34",1.78864514825148e-15,0.615400983077156,0.605,0.459,4.6756972820442e-11,"5","RPL34"
"RPL35A",2.1084727790321e-15,0.602208812272274,0.537,0.389,5.51175869166782e-11,"5","RPL35A"
"JUNB1",2.99793959174358e-15,0.967674148331438,0.356,0.23,7.8369138867769e-11,"5","JUNB"
"RPLP1",3.03286031662963e-15,0.484671189873028,0.669,0.52,7.92820015370152e-11,"5","RPLP1"
"RPL38",3.17214718787267e-15,0.684298349900455,0.42,0.275,8.29230996381796e-11,"5","RPL38"
"PIK3R12",8.54750526820565e-15,0.721903848382847,0.333,0.199,2.23440335216164e-10,"5","PIK3R1"
"NFKBIZ1",1.21513150611635e-14,0.980279156412454,0.254,0.141,3.17647527013876e-10,"5","NFKBIZ"
"CNTRL",3.08433488102748e-14,1.06866718332089,0.25,0.14,8.06275981249393e-10,"5","CNTRL"
"RPL9",3.94137427947215e-14,0.743771153931686,0.422,0.291,1.03031465039681e-09,"5","RPL9"
"PRPF4B",4.36704686093466e-14,1.10606662156079,0.258,0.147,1.14158971991693e-09,"5","PRPF4B"
"RPS271",6.30571448005438e-14,0.527501373199865,0.472,0.322,1.64837682223101e-09,"5","RPS27"
"KLF61",7.31902559242396e-14,0.710584143805827,0.558,0.436,1.91326648011555e-09,"5","KLF6"
"RPL8",1.71968857109017e-13,0.506642485581347,0.6,0.461,4.49543789368682e-09,"5","RPL8"
"RBBP61",1.87138829951009e-13,0.801219436060739,0.3,0.181,4.89199615374933e-09,"5","RBBP6"
"SF11",2.94631900145734e-13,0.867592707810163,0.294,0.178,7.70197250170962e-09,"5","SF1"
"RPL24",3.28678136508169e-13,0.723477254841596,0.415,0.286,8.59197516646005e-09,"5","RPL24"
"RPS25",4.4540833193127e-13,0.728203382098883,0.325,0.201,1.16434192050153e-08,"5","RPS25"
"SRSF71",1.07460468066576e-12,0.814783953701364,0.285,0.172,2.80912409572836e-08,"5","SRSF7"
"RPL22",1.32443031986633e-12,0.688020894626635,0.333,0.212,3.46219329916257e-08,"5","RPL22"
"RPL39",1.37882732867343e-12,0.730438414944632,0.325,0.206,3.60439251988521e-08,"5","RPL39"
"ADD31",2.0895955337161e-12,0.621547660780666,0.397,0.267,5.46241168468725e-08,"5","ADD3"
"RPL18",2.39519026168807e-12,0.408209888501669,0.631,0.491,6.26126686307878e-08,"5","RPL18"
"ZC3HAV11",5.34038782122060e-12,0.840568210189087,0.298,0.187,1.39603078034528e-07,"5","ZC3HAV1"
"ARID4B1",6.1803216042288e-12,0.802775437324031,0.287,0.177,1.61559787056145e-07,"5","ARID4B"
"PTMA1",7.29314946981586e-12,0.507473476367201,0.51,0.38,1.90650220290456e-07,"5","PTMA"
"MATR31",9.88020192425356e-12,0.69539764403598,0.371,0.256,2.58278358501912e-07,"5","MATR3"
"TPR1",1.02186932109579e-11,0.889264016462926,0.283,0.178,2.67126859227652e-07,"5","TPR"
"RPS281",1.14042175673788e-11,0.579338418149333,0.419,0.294,2.98117651428848e-07,"5","RPS28"
"CXCR41",1.34355473200839e-11,0.677741405373846,0.298,0.182,3.51218642494314e-07,"5","CXCR4"
"ZFP36L22",1.84284895797173e-11,0.631604931960446,0.455,0.33,4.8173914610339e-07,"5","ZFP36L2"
"KMT2E1",3.10957731926529e-11,0.674075432724755,0.355,0.237,8.12874607029139e-07,"5","KMT2E"
"CYTH11",4.44989866287059e-11,0.654944750835918,0.347,0.234,1.163248009461e-06,"5","CYTH1"
"PNRC11",4.61242016077513e-11,0.770625451894628,0.329,0.219,1.20573275422823e-06,"5","PNRC1"
"GSTK1",8.25371460251606e-11,0.805733906143072,0.298,0.195,2.15760353424372e-06,"5","GSTK1"
"BPTF1",1.23342641510865e-10,0.64243872616161,0.318,0.209,3.22429999173552e-06,"5","BPTF"
"SP1001",1.64356786570676e-10,0.479956057173299,0.486,0.364,4.29645075774404e-06,"5","SP100"
"ATRX1",2.37542279180344e-10,0.755689023537638,0.298,0.195,6.20959272005337e-06,"5","ATRX"
"HUWE11",2.65416781837205e-10,0.770503637029009,0.282,0.182,6.93826009400637e-06,"5","HUWE1"
"MLLT61",2.7086689779001e-10,0.487157217168008,0.254,0.151,7.08073157512865e-06,"5","MLLT6"
"RBL21",2.80412461258033e-10,0.62286382082133,0.287,0.181,7.33026214974625e-06,"5","RBL2"
"FUS1",4.24176243557719e-10,0.666930152685566,0.325,0.22,1.10883911828423e-05,"5","FUS"
"SNRNP2001",4.53958526864313e-10,0.769432751983327,0.265,0.168,1.186692985076e-05,"5","SNRNP200"
"RPL10",7.9426891193218e-10,0.522531813547537,0.391,0.277,2.07629836268191e-05,"5","RPL10"
"MTRNR2L10",1.0570982249369e-09,0.502252305612316,0.501,0.376,2.76336046980755e-05,"5","MTRNR2L10"
"DDX61",1.23952539540516e-09,0.641040987667437,0.265,0.168,3.24024333612863e-05,"5","DDX6"
"RPS17L",1.5552977536505e-09,0.618852914422406,0.367,0.262,4.06570385781777e-05,"5","RPS17L"
"CYFIP21",1.6412603361356e-09,0.431572184949695,0.313,0.201,4.29041864469208e-05,"5","CYFIP2"
"EIF3A1",2.18502055735037e-09,0.78075022967639,0.322,0.227,5.71186223896959e-05,"5","EIF3A"
"ANKRD111",2.5746745433186e-09,0.78013485306031,0.269,0.177,6.73045672368914e-05,"5","ANKRD11"
"RPL37A",2.84311978839842e-09,0.37735731633968,0.499,0.381,7.43219943885232e-05,"5","RPL37A"
"MT-ATP62",3.32474068155415e-09,0.390187347469511,0.724,0.6,8.69120461565071e-05,"5","MT-ATP6"
"SRSF51",4.25162209088797e-09,0.555735927784615,0.389,0.286,0.000111141653077902,"5","SRSF5"
"RBM392",5.56480285347647e-09,0.470748031402633,0.495,0.381,0.000145469511392729,"5","RBM39"
"NLRP11",6.99270487667042e-09,0.91250693086263,0.256,0.168,0.000182796298181041,"5","NLRP1"
"IKZF11",7.52152243766115e-09,0.576653189193648,0.353,0.25,0.0001966201180429,"5","IKZF1"
"RBM251",8.02520626458356e-09,0.624308012632732,0.276,0.182,0.000209786916962479,"5","RBM25"
"MBNL11",1.85572415422563e-08,0.390737354301591,0.428,0.318,0.000485104851156121,"5","MBNL1"
"RPL28",2.49105099008252e-08,0.611387405388891,0.298,0.205,0.000651185639317471,"5","RPL28"
"EIF5",2.82094252031316e-08,0.696611859708945,0.291,0.202,0.000737422584235062,"5","EIF5"
"ARGLU11",3.17186815776099e-08,0.692676020271675,0.265,0.178,0.0008291580551203,"5","ARGLU1"
"RPL23",3.23489432223213e-08,0.402479304547199,0.441,0.337,0.000845633724774701,"5","RPL23"
"RPL7",4.43324437756059e-08,0.496785736017245,0.399,0.3,0.00115889441273811,"5","RPL7"
"TNFAIP31",4.88169149802555e-08,0.63535137828346,0.415,0.322,0.00127612297449886,"5","TNFAIP3"
"CEP3501",7.54688966458927e-08,0.712447985207036,0.272,0.188,0.00197283242722028,"5","CEP350"
"TRA2B",7.86316691022827e-08,0.557485239833487,0.335,0.24,0.00205551046200277,"5","TRA2B"
"FAM65B",9.82176982700345e-08,0.578168210565748,0.371,0.279,0.00256750885047697,"5","FAM65B"
"OGT1",1.55638114486194e-07,0.650392535314562,0.265,0.181,0.00406853595078359,"5","OGT"
"MGEA51",1.95188715698255e-07,0.559892946463798,0.294,0.206,0.00510242821706808,"5","MGEA5"
"XAF12",2.34376209333548e-07,0.317472984178302,0.634,0.509,0.00612682848818827,"5","XAF1"
"HNRNPDL1",3.16131978846373e-07,0.466018805405021,0.38,0.289,0.00826400605902304,"5","HNRNPDL"
"MACF12",4.00215836464163e-07,0.287501451427803,0.547,0.438,0.0104620421810097,"5","MACF1"
"RPL61",4.67951855432576e-07,0.457718903203429,0.404,0.311,0.012232729452863,"5","RPL6"
"FAU",4.76122088648657e-07,0.338001139593534,0.53,0.43,0.0124463075193645,"5","FAU"
"BCLAF11",4.93202191625579e-07,0.699024216852897,0.276,0.196,0.0128927984912843,"5","BCLAF1"
"PTPRCAP2",6.32945072460533e-07,0.344924837404446,0.293,0.198,0.0165458171391908,"5","PTPRCAP"
"MYH92",7.91089223661719e-07,0.268953131869509,0.662,0.546,0.020679863395741,"5","MYH9"
"CDC42SE21",9.44098232771771e-07,0.524186683684455,0.272,0.191,0.0246796719028869,"5","CDC42SE2"
"CELF21",9.94492938866776e-07,0.621372375162259,0.274,0.196,0.0259970399149164,"5","CELF2"
"CCNI1",1.31579677864945e-06,0.399616892074291,0.371,0.283,0.0343962435906753,"5","CCNI"
"HNRNPU1",1.33743964395131e-06,0.42946030599553,0.431,0.345,0.0349620097325312,"5","HNRNPU"
"RPS19",1.49652552719441e-06,0.339573529495922,0.592,0.503,0.039120673806389,"5","RPS19"
"MT-ND1",1.62988293555853e-06,0.29084942843686,0.733,0.634,0.0426067698184356,"5","MT-ND1"
"RPS15",1.63311988455635e-06,0.361379227179013,0.441,0.351,0.0426913869021876,"5","RPS15"
"CD521",3.0899111756028e-06,0.306943235778022,0.267,0.182,0.0807733680414328,"5","CD52"
"EIF2AK21",3.3191982609585e-06,0.486790949370975,0.351,0.272,0.0867671617397161,"5","EIF2AK2"
"IFI441",3.63655901202614e-06,0.61680587556338,0.325,0.25,0.0950632891333754,"5","IFI44"
"H3F3B",4.19992022403488e-06,0.271790820551141,0.665,0.568,0.109790114576496,"5","H3F3B"
"RPL26",7.44069335307605e-06,0.408431654765494,0.252,0.179,0.194507164942761,"5","RPL26"
"SFPQ1",9.19553118966523e-06,0.626936562030246,0.276,0.208,0.240380380829039,"5","SFPQ"
"RPS132",9.35906211819748e-06,0.264645381690939,0.499,0.41,0.2446552428318,"5","RPS13"
"HP1BP31",1.34534531221286e-05,0.532744868748673,0.263,0.192,0.351686718065564,"5","HP1BP3"
"ADAR2",1.64745397021061e-05,0.254596698314,0.556,0.46,0.430660942352756,"5","ADAR"
"TMEM1232",1.79894298903024e-05,0.345945557740652,0.417,0.334,0.470261686762396,"5","TMEM123"
"SMG11",2.81734919072734e-05,0.420124557150871,0.28,0.209,0.736483251948033,"5","SMG1"
"NIPBL1",2.82485435040608e-05,0.547566245915842,0.274,0.206,0.738445175739653,"5","NIPBL"
"BIRC61",2.9636171892068e-05,0.373725685572585,0.265,0.195,0.774719169430551,"5","BIRC6"
"SETD21",3.32845395750549e-05,0.453860730311681,0.258,0.191,0.87009114903151,"5","SETD2"
"STK17B1",3.4324348970088e-05,0.341847432907251,0.347,0.274,0.897272806427072,"5","STK17B"
"CHD41",3.79878384273845e-05,0.408495084324483,0.285,0.215,0.993040084330259,"5","CHD4"
"EIF1",3.89320162405745e-05,0.251350411909026,0.55,0.464,1,"5","EIF1"
"IFI44L1",6.91689393496375e-05,0.293317127386481,0.468,0.381,1,"5","IFI44L"
"LINC00657",7.14962173172602e-05,0.349927808431528,0.283,0.218,1,"5","LINC00657"
"RPL35",8.82129972047472e-05,0.3708716893593,0.397,0.325,1,"5","RPL35"
"BRD21",0.000108776962090386,0.40575730163205,0.335,0.268,1,"5","BRD2"
"SCAF111",0.000132477150827776,0.514565149479469,0.289,0.228,1,"5","SCAF11"
"LNPEP1",0.000150468092499132,0.460723879472021,0.26,0.197,1,"5","LNPEP"
"SEMA4D1",0.00016029827529925,0.319878288319753,0.256,0.192,1,"5","SEMA4D"
"HNRNPM1",0.000170976899443626,0.484450467497216,0.285,0.228,1,"5","HNRNPM"
"NACA",0.00030408953071396,0.310560921583266,0.373,0.305,1,"5","NACA"
"SON1",0.000329691338354055,0.31835236320329,0.402,0.339,1,"5","SON"
"STK41",0.000632580355460626,0.351093343396266,0.329,0.275,1,"5","STK4"
"FNBP11",0.000738219270059328,0.340324856837607,0.318,0.26,1,"5","FNBP1"
"EZR1",0.00105576929650072,0.356530167843027,0.314,0.26,1,"5","EZR"
"RPL18A1",0.0013629717666058,0.269761059859769,0.36,0.303,1,"5","RPL18A"
"SF3B21",0.00249131616503202,0.468457361259755,0.274,0.228,1,"5","SF3B2"
"KMT2C1",0.00275796523022889,0.313666315066532,0.263,0.214,1,"5","KMT2C"
"CSDE1",0.002886558358565,0.349307109514982,0.358,0.313,1,"5","CSDE1"
"JAK11",0.00311185085296459,0.274329081379654,0.369,0.321,1,"5","JAK1"
"DYNC1H11",0.00393747283982405,0.388903037609905,0.26,0.217,1,"5","DYNC1H1"
"BTF3",0.00472787726075699,0.315207936479746,0.256,0.212,1,"5","BTF3"
"ELF11",0.00609474877042789,0.312688703289021,0.252,0.21,1,"5","ELF1"
"MTDH1",0.00960830527983273,0.286494931017155,0.291,0.25,1,"5","MTDH"
"MZB1",0,4.52936916589999,0.534,0.027,0,"6","MZB1"
"ITM2C",0,3.97046257000495,0.415,0.022,0,"6","ITM2C"
"POU2AF1",0,3.62778069406036,0.302,0.01,0,"6","POU2AF1"
"ELL2",1.11284514699156e-302,3.47754431009974,0.415,0.026,2.90908849875065e-298,"6","ELL2"
"IGJ",7.68784659646268e-273,4.17548055769781,0.78,0.145,2.00967997878131e-268,"6","IGJ"
"MKI67",1.54527830850116e-235,4.14993847079197,0.341,0.023,4.03951202625289e-231,"6","MKI67"
"SEC11C",3.4202128615022e-202,3.01979554468184,0.471,0.057,8.9407784412529e-198,"6","SEC11C"
"CD38",8.22263929109507e-185,2.43470009829374,0.447,0.054,2.14948013708516e-180,"6","CD38"
"IGHA2",6.91070457876844e-172,4.74707316718919,0.36,0.039,1.80652728393586e-167,"6","IGHA2"
"HSP90B1",4.89359698989876e-162,3.26467047558762,0.862,0.354,1.27923518912944e-157,"6","HSP90B1"
"IRF4",3.86205414864773e-158,2.93680596856164,0.275,0.023,1.009579574998e-153,"6","IRF4"
"IGLC2",7.94773720256069e-151,4.40328793734839,0.548,0.119,2.07761798212139e-146,"6","IGLC2"
"FAM46C",1.53462984063015e-150,2.42521598177351,0.386,0.049,4.01167586639128e-146,"6","FAM46C"
"IGHA1",8.62863802035269e-150,4.67671339194523,0.516,0.102,2.2556122649004e-145,"6","IGHA1"
"IGHG3",2.98122407521938e-145,4.90803027754026,0.386,0.056,7.79321785503098e-141,"6","IGHG3"
"SEL1L3",8.14395304442993e-143,2.42488821328259,0.439,0.068,2.12891076534443e-138,"6","SEL1L3"
"LMAN1",4.75681521763123e-137,2.4354912452561,0.421,0.065,1.24347906604098e-132,"6","LMAN1"
"PDIA4",2.43060818639511e-127,2.64155129269541,0.505,0.107,6.35385286005544e-123,"6","PDIA4"
"MANF",3.75475807067692e-127,2.17691899475285,0.32,0.04,9.81531307255653e-123,"6","MANF"
"PIM2",4.36035074091814e-109,2.16970407758382,0.254,0.029,1.13983928718341e-104,"6","PIM2"
"C19orf10",8.48658203989195e-109,2.45890261810693,0.341,0.054,2.21847741104816e-104,"6","C19orf10"
"IGHG1",2.903461426266e-106,4.64834268027558,0.466,0.112,7.58993851440195e-102,"6","IGHG1"
"TXNDC11",2.7572835467785e-105,2.25271061147217,0.296,0.041,7.20781491963367e-101,"6","TXNDC11"
"IGHG4",4.43866812311283e-103,4.61368681367706,0.429,0.096,1.16031223406293e-98,"6","IGHG4"
"XBP1",8.71981930248472e-102,2.30593493039217,0.479,0.112,2.27944796386253e-97,"6","XBP1"
"SSR3",3.18552281119401e-101,1.991379079058,0.421,0.085,8.32727518074225e-97,"6","SSR3"
"SDF2L1",1.51807117194086e-98,2.11003925769663,0.27,0.036,3.96838985057061e-94,"6","SDF2L1"
"SSR4",2.34049250744508e-96,1.92240420154498,0.534,0.139,6.11828146371218e-92,"6","SSR4"
"IGHG2",5.92179744135065e-95,5.203378025227,0.392,0.088,1.54801706914347e-90,"6","IGHG2"
"HIST1H4C",2.19082152267731e-92,2.45705293152667,0.36,0.069,5.72702654243076e-88,"6","HIST1H4C"
"CRELD2",2.44495058696252e-92,1.85040826432755,0.31,0.05,6.39134532937872e-88,"6","CRELD2"
"SMC4",6.44175025169155e-89,2.33727048625205,0.275,0.042,1.68393793329469e-84,"6","SMC4"
"SPCS2",9.39735195561147e-87,1.89388628473141,0.272,0.042,2.4565617747164e-82,"6","SPCS2"
"PDIA6",1.62887014124803e-80,1.94153136746384,0.455,0.12,4.25802943623648e-76,"6","PDIA6"
"IGLC3",3.04051672677438e-80,4.39984521609532,0.63,0.293,7.9482147754609e-76,"6","IGLC3"
"HYOU1",1.71279065977085e-78,1.65596647394499,0.333,0.066,4.47740606370698e-74,"6","HYOU1"
